Number,Date,City,Type of Land,Block,Land ID,Area ( m2),Price ( kd),Lat / Long,1- Street ( Y / N),  Back and Front Streets? (0/1),Corner (0/1),Island (0/1),Alley (0/1),Next to Electricity Generator (0/1),Next to a yard (0/1),width,length,Front Yard Area (m2),back Yard Area (m2),Right Yard,Left Yard,Sea Side,Built (0/1),No. Floors,Basement (0/1),Year Built,Restoration Date,ruinous,Rented,Number Of Unit,Income,Additional information
656,2024/01/08,DAIYA,Residential,1,101,375,460000,"29.355517, 48.008549",1,0,0,0,0,0,0,15,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
657,2024/01/09,KIFAN,Residential,6,200,750,1050000,"29.338171, 47.953349",1,0,0,0,0,0,0,30,25,4,0,0,0,0,1,2.25,0,0,0,0,0,4,,
658,2024/01/09,BAYAN,Residential,8,309,300,405000,"29.297896, 48.057783",0,1,0,0,0,0,0,12,25,16,3,0,0,0,1,3,0,0,0,0,0,3,,
659,2024/01/10,JABER AL-AHMED,Residential,7,21,400,500000,"29.346238, 47.768048",1,0,0,0,0,0,1,18,22,7,0,0,0,0,1,3,1,0,0,0,0,10,,
670,2024/01/10,SAAD AL- ABDULLA CITY,Residential,5,25,400,430000,"29.310621, 47.699343",1,0,0,0,0,0,0,20,20,6,0,0,0,0,1,3,1,0,0,0,0,9,,
671,2024/01/10,SALAM,Residential,1,622,1000,1.500.000,"29.298626, 48.003061",0,1,0,0,0,0,0,25,40,5,18,0,0,0,0,0,0,0,0,0,0,0,,
672,2024/01/11,Nuzha,Residential,1,138,750,1.500.000,"29.348429, 47.992804",0,0,1,0,0,0,0,25,30,5,0,3,0,0,1,2.25,0,2000,0,0,0,14,,
673,2024/01/14,Zahra,Residential,5,683,406.83,425000,"29.273686, 47.997228",1,0,0,0,0,0,0,17.23,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
674,2024/01/15,RIQQA,Residential,6,59,400,285000,"29.141591, 48.109265",1,0,0,0,0,0,0,20,20,16,0,0,0,0,1,2,0,0,0,0,0,5,,
675,2024/01/15,ANDALUS,Residential,8,103,500,350000,"29.306467, 47.871626",1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,2,0,0,0,0,0,52,,
676,2024/01/16,KHAITAN,Residential,10,29 ب1,300,240000,"29.298468, 47.966928",1,0,0,0,0,0,0,10,30,4,0,0,0,0,1,2,0,0,0,0,0,26,,
677,2024/01/16,al-ardiya,Residential,10,393,300,250000,"29.287447, 47.885805",1,0,0,0,1,0,0,13.40,22.39,3,0,0,0,0,1,2,0,0,0,0,0,46,,
678,2024/01/17,OMARIYA,Residential,2,118,600,450000,"29.297690, 47.950342",1,0,0,0,1,0,0,20,30,6,10,0,0,0,1,2,0,0,0,0,0,5,,
678,2024/01/17,RIQQA,Residential,6,248,400,296000,"29.138474, 48.111520",1,0,0,0,1,0,0,20,20,16,0,0,0,0,1,2,0,0,0,0,0,14,,
679,2024/01/18,SALAM,Residential,3,685,375,700000,"29.295633, 48.017486",1,0,0,0,0,0,1,25,15,5,0,20,0,0,0,0,0,0,0,0,0,0,,
680,2024/01/18,Jabriya,Residential,11,390,400,520000,"29.314528, 48.045062",0,1,0,0,0,0,0,15.38,26,6,4,0,0,0,0,0,0,0,0,0,0,0,,
681,2024/01/21,MUBARAK AL-KABEER,Residential,3,576,400,420000,"29.180214, 48.072030",1,0,0,0,0,1,1,16,25,10,0,0,20,0,1,2,0,0,0,0,0,22,,
682,2024/01/22,ALMUTLAA,Residential,4,212,400,295000,"29.443488, 47.554871",1,0,0,0,0,0,0,16,25,7,0,0,0,0,1,2,0,2023,0,0,0,212,,
683,2024/01/21,ALMUTLAA,Residential,1,439,400,295000,"29.483999, 47.582946",0,0,1,0,0,0,0,16,25,7,0,0,7,0,1,2,0,2023,0,0,0,439,,
684,2024/01/21,al-ardiya,Residential,10,60,300,300000,"29.286454, 47.891737",1,0,0,0,0,0,0,13.40,22.39,3,0,0,0,0,1,2,0,0,0,0,0,12,,
685,2024/01/21,QASR,Residential,4 أ,217,600,360000,"29.340737, 47.704828",1,0,0,0,0,0,0,20,30,3,0,0,0,0,1,3,0,0,0,0,0,20,,
686,2024/01/22,AL-Masayel,Residential,1,383,375,655000,"29.243263, 48.083713",0,0,1,0,0,0,0,25,15,7,0,0,5,0,1,3,0,2018,0,0,0,383,,
687,2024/01/23,AL-Masayel,Residential,1,466,400,390000,"29.244362, 48.091445",1,0,0,0,0,0,0,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
688,2024/01/24,ANDALUS,Residential,10,280,625,585000,"29.298715, 47.890249",1,0,0,0,0,0,0,25,25,2,0,0,0,0,1,3,1,2024,0,0,0,9,,
689,2024/01/24,Sabah Al -Salem,Residential,11 غ,290 ب,300.13,300000,"29.247102, 48.070471",0,1,0,0,0,0,0,12.25,24.50,7,3,0,0,0,1,2,0,0,0,0,0,61,,
690,2024/01/24,Dasma,Residential,3,64,500,660000,"29.362623, 47.998966",1,0,0,0,0,0,0,20,25,4,0,0,0,0,1,3,0,0,0,0,0,18,,
691,2024/01/24,Hawalli,Investment building,69,6921,715,2650000,"29.334615, 48.017345",0,0,1,0,0,0,1,22.98,31.18,7,0,3,0,0,0,0,0,0,0,0,0,0,,
692,2024/01/21,MAHBOULA,Investment building,5,5160,510,900000,"29.149228, 48.122375",1,0,0,0,0,0,1,20,25,5,0,0,0,0,1,8,0,0,0,0,0,0,,
693,2024/01/07,SALMiya,Investment building,11,272,638,1100000,82QR+4VJ,0,0,1,0,0,0,0,25.39,29.71,3,0,3,0,0,1,4,0,0,0,0,0,2,,
694,2024/01/14,Hawalli,Investment building,12,11122,537.5,1700000,"29.331123, 48.008924",0,0,1,0,0,0,0,20,25,7,0,4,0,0,1,9,0,2021,0,0,0,0,,
695,2024/01/22,Sabah Al -Salem,Investment building,2,258,500,1020000,"29.251204, 48.087791",0,0,1,0,0,0,0,20,25,10,0,0,6,0,1,7,1,2016,0,0,0,0,,
696,2024/01/22,Sabah Al Ahmed Al Bahreya,Residential,A5,4004,470,269000,"28.611358, 48.345899",0,1,0,0,0,0,0,15,31.32,11,11,0,0,1,0,0,0,0,0,0,0,0,,
697,2024/01/24,Sabah Al Ahmed Al Bahreya,Residential,A5,3841,529,270000,"28.623267, 48.355056",0,1,0,0,0,0,0,15.01,35.25,14,11,0,0,1,0,0,0,0,0,0,0,0,,
698,2024/01/24,Sabah Al Ahmed Al Bahreya,Residential,A1,1277,480,169000,"28.661676, 48.366324",0,1,0,0,0,0,0,16,30,9,6,0,0,0,0,0,0,0,0,0,0,0,,
699,2024/01/25,Sabah Al Ahmed Al Bahreya,Residential,A2,209,1500,630000,"28.673637, 48.367862",0,1,0,0,0,0,0,F/24.87-B/16,73.28,10,25,0,0,1,0,2.5,0,2019,0,0,0,209,,
700,2024/01/25,Sabah Al Ahmed Al Bahreya,Residential,A1,573,1203,500000,"28.646640, 48.365486",0,1,0,0,0,0,0,16,78.79,10,6,0,0,1,0,2,0,0,0,0,0,573,,
701,2023/05/11,ANDALUS,Residential,6,252,606.5,530000,"29.300086, 47.870850",0,1,0,0,0,0,0,17.33,35,6,3,0,0,0,1,2.5,0,0,0,0,0,57,,
702,2023/05/07,ANDALUS,Residential,5,188,507.5,500000,"29.297517, 47.873513",0,0,1,0,0,0,0,20,26,7,0,0,3,0,1,3,0,0,0,0,0,25,,
703,2023/04/04,ANDALUS,Residential,8,79,500,360000,"29.306978, 47.871405",1,0,0,0,0,0,0,20,25,4,0,0,0,0,1,2,0,0,0,0,0,9,,
704,2023/03/23,ANDALUS,Residential,4,277,500,400000,"29.300391, 47.881392",1,0,0,0,0,0,0,20,25,5,0,0,0,0,1,2,0,0,0,0,0,11,,
705,2023/03/05,ANDALUS,Residential,12,226,400,445000,"29.304071, 47.892660",0,1,0,0,0,0,0,16,25,3,4,0,0,0,1,2.5,1,0,0,0,0,22,,
706,2023/02/28,ANDALUS,Residential,11,150,500,490000,"29.299436, 47.896177",1,0,0,0,0,0,0,25,20,5,0,0,0,0,1,3,0,0,0,0,0,43,,
707,2023/02/21,ANDALUS,Residential,12,6,400,605000,"29.304574, 47.898516",1,0,0,0,0,0,1,16,25,3,40,0,0,0,1,3,0,0,0,0,0,11,,
708,2023/02/12,ANDALUS,Residential,4,106,500,420000,"29.299719, 47.881279",1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,2,0,0,0,0,0,10,,
709,2023/02/12,ANDALUS,Residential,4,238,500,420000,"29.300213, 47.881135",1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,3,0,0,0,0,0,8,,
710,2023/02/02,ANDALUS,Residential,12,320,400,350000,24 شارع 16,1,0,0,1,0,0,0,16,25,3,0,0,0,0,1,2,0,0,0,0,0,24,,
711,2023/01/09,ANDALUS,Residential,11,220,556,730000,"29.298851, 47.897193",0,1,0,0,0,0,1,24.60,22.60,5,8,20,0,0,0,0,0,0,0,0,0,0,,
712,2023/01/08,ANDALUS,Residential,3,179,507.5,500000,"29.301422, 47.882420",1,0,1,0,0,0,0,20,26,3,0,0,3,0,1,3,0,0,0,0,0,21,,
713,2023/01/08,ANDALUS,Residential,4,159,537.5,440000,"29.298781, 47.884188",0,0,1,0,0,0,0,27.50,50,3,0,0,3,0,1,2,0,0,0,0,0,1,,
714,6/12/20222,ANDALUS,Residential,9,311,375,590000,"29.304934, 47.876673",1,0,0,0,0,0,0,25,15,3,0,0,0,0,1,3,1,2022,0,0,0,21,,
715,2022/11/30,ANDALUS,Residential,9,82,500,380000,8V4G+HP8,1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,2,0,0,0,0,0,19,,
716,2022/11/30,ANDALUS,Residential,3,95,500,490000,"29.302261, 47.886250",1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,3,0,0,0,0,0,47,,
717,2023/06/22,Jabriya,Residential,6,353,482.5,410000,"29.318643, 48.030648",0,0,1,0,0,0,0,11.50,30,3,0,4,0,0,1,3,0,0,0,0,0,1,,
718,2023/06/18,Jabriya,Residential,6,119,757.5,500000,"29.316575, 48.030980",0,0,1,0,0,0,0,27.50,28,3,0,3,0,0,1,3,0,0,0,0,0,24,,
719,2023/06/14,Jabriya,Residential,7,604,400,480000,"29.322325, 48.031902",1,0,0,0,0,0,0,20,20,7,0,0,0,0,0,0,0,0,0,0,0,0,,
720,2023/06/14,Jabriya,Residential,10,388,390,442000,"29.311425, 48.037555",1,0,0,0,0,0,0,15.03,25.98,4,0,0,0,0,1,3,0,0,0,0,0,5,,
721,2023/06/13,Jabriya,Residential,10,337,640,750000,"29.314680, 48.039189",0,1,0,0,0,0,0,16,40,4,4,0,0,0,1,3,0,0,2023,0,0,30,,
722,2023/05/31,Jabriya,Residential,9,530,500,575000,"29.312757, 48.026791",1,0,0,0,1,0,0,16.66,30,4,4,0,0,0,1,2,0,0,0,0,0,38,,
723,2023/05/30,Jabriya,Residential,11,377,464,427000,"29.314214, 48.041915",1,0,0,0,0,0,0,16,29,4,0,0,0,0,0,0,0,0,0,0,0,0,,
724,2023/05/30,Jabriya,Residential,11,380,487.5,"458,250","29.314405, 48.042481",0,0,1,0,0,0,0,19.5,25,4,0,0,4,0,0,0,0,0,0,0,0,0,,
725,2023/05/30,Jabriya,Residential,11,375,487.5,"458,250","29.314039, 48.041587",0,0,1,0,0,0,0,19.5,25,4,0,0,4,0,0,0,0,0,0,0,0,0,,
726,2023/05/29,Jabriya,Residential,6,376,500,450000,"29.319223, 48.032063",1,0,0,0,0,0,0,16.67,30,4,0,0,0,0,1,3,0,0,0,0,0,13,,
727,2023/05/23,Jabriya,Residential,10,131 - 1,400,500000,"29.313134, 48.035872",1,0,0,0,0,0,0,16,25,4,0,0,0,0,1,2,0,0,0,0,0,29,,
728,2023/05/21,Jabriya,Residential,6,379,500,547000,"29.319140, 48.031821",1,0,0,0,0,0,0,16.67,30,4,0,0,0,0,1,3,0,0,0,0,0,23,,
729,2023/05/15,Jabriya,Residential,9,535,1500,2350000,"29.312156, 48.024022",0,0,0,1,0,0,0,60,25,11,0,7,10,0,1,2,1,0,0,0,0,6,,
730,2023/05/10,Jabriya,Residential,10,339,487.5,650000,"29.314449, 48.039125",0,0,1,0,0,0,0,19.5,25,4,0,5,0,0,1,3,1,0,0,0,0,3,,
731,2023/05/09,Jabriya,Residential,12,396,450,490000,"29.316729, 48.047288",1,0,0,0,0,0,0,15,30,3,0,0,0,0,1,3,0,0,0,0,0,24,,
732,2023/05/09,Jabriya,Residential,11,383,425,400000,"29.314029, 48.042490",1,0,0,0,0,0,0,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
733,2023/05/08,Jabriya,Residential,7,98,946,925000,"29.320033, 48.039102",0,1,0,0,0,0,0,25,37.80,6,4,0,0,0,1,2,0,0,0,0,0,20,,
734,2023/05/02,Jabriya,Residential,12,265,7171,7500000,"29.317458, 48.049085",0,0,0,1,0,0,0,78.77,98.68,5,0,3,3,0,0,0,0,0,0,0,0,0,,
735,2023/05/02,Jabriya,Investment building,3أ,48,944,2700000,"29.324897, 48.027342",0,0,1,0,0,0,0,28.40,33.24,9,0,0,9,0,1,10,1,0,0,0,0,4,,
736,2023/04/19,Jabriya,Residential,10,510,576,450000,"29.313023, 48.037202",1,0,0,0,0,0,0,24,24,4,0,0,0,0,0,0,0,0,0,0,0,0,,
737,2023/04/19,Jabriya,Residential,11,16,1020,1021237,English Kids School,0,1,0,0,1,0,0,34,30,5,3.5,0,0,0,1,2,0,0,0,0,1,40,,
738,2023/04/16,Jabriya,Investment building,1 أ,50,1000,2600000,"29.324167, 48.019757",0,0,1,0,1,0,0,40,25,12,0,15,0,0,1,6,1,0,0,0,1,22,,
739,2023/04/11,Jabriya,Residential,8,543,375,580000,"29.325390, 48.041448",1,0,0,0,0,0,0,25,15,5,0,0,0,0,1,3,1,2015,0,0,1,543,,
740,2023/04/06,Jabriya,Investment building,3 ب,105,1093,2000000,"29.323219, 48.029725",1,0,0,0,0,0,0,27.33,40,10,0,0,0,0,1,7,0,0,0,0,1,15,,
741,2023/03/03,Jabriya,Residential,9,321,1000,845000,"29.309367, 48.026355",1,0,0,0,1,0,0,25,40,4,0,0,0,0,1,3,0,0,0,0,0,5,,
742,2023/03/29,Jabriya,Residential,6,106,1053,1000000,"29.315296, 48.030929",0,1,0,0,0,0,1,30,34.30,7,16,16,0,0,1,2.5,0,0,0,0,0,121,,
743,2023/03/16,Jabriya,Residential,12,350,507,580000,"29.314467, 48.047179",1,0,0,0,1,0,0,15,33.80,4,0,0,5,0,1,2,0,0,0,0,0,27,,
744,2023/03/06,Jabriya,Residential,11,385,400,400000,"29.313880, 48.042119",1,0,0,0,0,0,0,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
745,2023/03/06,Jabriya,Investment building,3أ,129,660,1950000,"29.325757, 48.026989",0,0,1,0,0,0,0,23.24,28.40,15,0,0,9,0,1,9,0,0,0,0,0,4,,
746,2023/03/05,Jabriya,Residential,10,53-1,370,480000,"29.315950, 48.045809",1,0,0,0,0,0,0,12.33,30,3,0,0,0,0,1,2,0,0,0,0,0,17,,
747,2023/02/28,Jabriya,Residential,8,445,382.5,475000,"29.322660, 48.041073",1,0,0,0,0,0,0,15,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
748,2023/02/23,Jabriya,Residential,11,172,754,784000,"29.314883, 48.043940",1,0,0,0,0,0,0,26,29,5,0,0,0,0,1,3,0,0,0,0,0,19,,
749,2023/02/16,Jabriya,Residential,7,246,750,620000,"29.319507, 48.034445",1,0,0,0,0,0,0,25,30,7,0,0,0,0,0,0,0,0,0,0,0,0,,
750,2023/02/14,Jabriya,Residential,7,331,600,650000,"29.320908, 48.038160",1,0,0,0,0,0,0,20,30,6,0,0,0,0,1,2,0,0,0,0,0,14,,
751,2023/02/13,Jabriya,Residential,11,384,400,400000,"29.313999, 48.042292",1,0,0,0,0,0,0,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
752,2023/02/07,Jabriya,Residential,5,624,382.5,470000,"29.316194, 48.026817",1,0,0,0,0,0,0,15,25.50,6,0,0,0,0,0,0,0,0,0,0,0,0,,
753,2023/02/01,Jabriya,Residential,8,343,756,720000,"29.324886, 48.041068",0,0,1,0,0,1,0,24.38,31,4,0,0,3,0,1,3,0,0,0,0,0,20,,
